0,-510.6450877978842
2,-509.5930998784608
4,-508.5435124403576
6,-507.4963196263245
8,-506.451515594303
10,-505.4090945173862
12,-504.3690505837691
14,-503.3313779967147
16,-502.29607097451066
18,-501.2631237504237
20,-500.23253057267
22,-499.20428570435746
24,-498.17838342346334
26,-497.1548180227773
28,-496.13358380987427
30,-495.1146751070619
32,-494.09808625135213
34,-493.0838115944102
36,-492.07184550252174
38,-491.0621823565493
40,-490.0548165518969
42,-489.0497424984634
44,-488.0469546206083
46,-487.0464473571117
48,-486.04821516113026
50,-485.05225250016554
52,-484.05855385601586
54,-483.0671137247488
56,-482.07792661664786
58,-481.09098705618885
60,-480.106289581986
62,-479.1238287467677
64,-478.14359911732686
66,-477.1655952744907
68,-476.1898118130742
70,-475.21624334185213
72,-474.2448844835089
74,-473.2757298746107
76,-472.30877416556484
78,-471.344012020579
80,-470.3814381176266
82,-469.4210471484097
84,-468.46283381831716
86,-467.5067928463928
88,-466.5529189652971
90,-465.6012069212672
92,-464.651651474081
94,-463.70424739702355
96,-462.75898947684453
98,-461.8158725137259
100,-460.87489132124665
102,-459.9360407263408
104,-458.9993155692647
106,-458.0647107035609
108,-457.13222099602217
110,-456.2018413266516
112,-455.2735665886329
114,-454.34739168829066
116,-453.42331154505206
118,-452.5013210914208
120,-451.5814152729282
122,-450.66358904811017
124,-449.74783738846463
126,-448.8341552784175
128,-447.9225377152887
130,-447.01297970925793
132,-446.10547628332597
134,-445.2000224732857
136,-444.29661332768075
138,-443.39524390777734
140,-442.4959092875245
142,-441.5986045535214
144,-440.703324804985
146,-439.8100651537149
148,-438.9188207240569
150,-438.02958665286906
152,-437.14235808949167
154,-436.2571301957112
156,-435.3738981457267
158,-434.49265712611276
160,-433.6134023357918
162,-432.736128985998
164,-431.86083230024093
166,-430.98750751427826
168,-430.1161498760785
170,-429.24675464578866
172,-428.37931709570034
174,-427.51383251021974
176,-426.65029618583236
178,-425.7887034310717
180,-424.92904956648493
182,-424.07132992460254
184,-423.21553984990385
186,-422.361674698785
188,-421.5097298395309
190,-420.65970065227486
192,-419.8115825289738
194,-418.9653708733739
196,-418.12106110097795
198,-417.2786486390133
200,-416.4381289264011
202,-415.5994974137262
204,-414.76274956320464
206,-413.92788084864856
208,-413.0948867554391
210,-412.263762780495
212,-411.4345044322391
214,-410.60710723056945
216,-409.78156670682864
218,-408.9578784037686
220,-408.13603787552466
222,-407.3160406875851
224,-406.497882416753
226,-405.6815586511291
228,-404.8670649900671
230,-404.05439704415073
232,-403.24355043516556
234,-402.43452079606027
236,-401.6273037709291
238,-400.8218950149682
240,-400.018290194454
242,-399.2164849867142
244,-398.41647508009123
246,-397.61825617391884
248,-396.82182397848953
250,-396.02717421502734
252,-395.2343026156548
254,-394.44320492336556
256,-393.6538768919966
258,-392.866314286197
260,-392.08051288139893
262,-391.2964684637918
264,-390.5141768302851
266,-389.7336337884904
268,-388.9548351566842
270,-388.17777676378506
272,-387.4024544493197
274,-386.62886406339777
276,-385.85700146668313
278,-385.08686253036376
280,-384.3184431361269
282,-383.5517391761254
284,-382.7867465529574
