MISS
0.015625,0.011719,0.000000
-0.023437,-0.027344,0.000000
0.015625,0.011719,0.000000
-0.023437,0.011719,0.000000
-0.023437,-0.027344,0.000000
-0.023437,0.011719,0.000000
-0.023437,0.011719,0.000000
0.015625,0.011719,0.000000
0.015625,0.011719,0.000000
0.015625,0.046875,0.000000
0.015625,0.011719,0.000000
-0.023437,0.011719,0.000000
-0.023437,0.011719,0.000000
-0.023437,0.011719,0.000000
0.015625,-0.027344,0.000000
-0.023437,0.011719,0.000000
-0.023437,-0.027344,0.000000
0.015625,0.011719,0.000000
-0.023437,0.011719,0.000000
-0.023437,-0.027344,0.000000
-0.023437,-0.027344,0.000000
-0.023437,0.011719,0.000000
-0.023437,0.011719,0.000000
0.023437,0.011719,0.000000
-0.015625,0.011719,0.000000
-0.015625,0.011719,0.000000
0.023437,0.011719,0.000000
0.023437,0.011719,0.000000
0.023437,0.011719,0.000000
0.023437,0.011719,0.000000
0.023437,0.011719,0.000000
0.015625,-0.027344,0.000000
-0.023437,-0.027344,0.000000
-0.023437,0.011719,0.000000
0.015625,0.011719,0.000000
-0.023437,0.011719,0.000000
-0.023437,0.011719,0.000000
-0.015625,-0.027344,0.000000
0.023437,0.011719,0.000000
0.023437,0.011719,0.000000
0.023437,0.011719,0.000000
0.015625,0.011719,0.035156
-0.023437,0.011719,0.000000
0.015625,-0.027344,0.000000
0.015625,0.011719,0.000000
-0.023437,-0.027344,-0.039063
0.015625,-0.027344,0.000000
-0.023437,0.011719,0.035156
0.015625,0.011719,0.000000
-0.023437,-0.027344,0.000000
0.015625,0.011719,-0.039063
0.015625,0.011719,0.000000
0.015625,0.011719,0.000000
0.015625,0.011719,0.000000
-0.023437,0.011719,0.000000
-0.023437,0.011719,0.000000
0.015625,-0.027344,0.000000
-0.023437,0.011719,0.000000
0.015625,-0.027344,0.000000
-0.023437,-0.027344,0.000000
0.015625,0.011719,0.000000
0.015625,-0.027344,0.000000
-0.023437,0.011719,0.035156
-0.023437,0.011719,-0.039063
-0.023437,0.011719,0.000000
0.015625,0.011719,0.000000
-0.023437,0.011719,-0.039063
0.015625,0.011719,0.035156
0.015625,0.011719,0.000000
0.015625,0.011719,-0.039063
0.015625,0.011719,0.000000
0.015625,-0.027344,0.000000
0.015625,0.011719,0.000000
0.015625,-0.027344,0.000000
0.015625,-0.027344,0.000000
0.015625,-0.027344,0.000000
-0.023437,0.011719,0.000000
-0.023437,0.011719,0.035156
0.015625,0.011719,-0.039063
0.015625,0.011719,0.035156
0.015625,0.011719,0.000000
-0.023437,0.046875,0.000000
0.015625,0.046875,0.000000
0.015625,0.011719,0.000000
-0.023437,-0.027344,0.000000
0.015625,-0.027344,0.000000
0.015625,-0.027344,0.000000
0.015625,0.011719,0.000000
0.015625,0.011719,0.000000
-0.023437,-0.027344,0.000000
0.015625,-0.027344,0.035156
0.015625,-0.027344,-0.039063
-0.023437,0.011719,-0.039063
-0.023437,0.011719,0.000000
-0.023437,0.011719,0.000000
-0.023437,0.019531,0.000000
0.015625,0.011719,0.000000
-0.023437,0.011719,0.000000
0.015625,0.011719,0.000000
0.015625,0.011719,0.000000
0.015625,-0.027344,0.035156
0.015625,-0.027344,0.000000
0.015625,0.011719,0.000000
0.015625,0.011719,0.000000
0.015625,0.011719,0.000000
-0.023437,0.011719,0.000000
-0.023437,0.011719,0.000000
0.015625,0.011719,0.000000
-0.023437,0.011719,-0.039063
-0.023437,0.011719,0.000000
-0.023437,0.011719,0.000000
0.015625,0.011719,0.035156
0.015625,0.011719,0.000000
0.015625,0.011719,0.000000
-0.023437,-0.027344,0.000000
-0.023437,0.011719,0.000000
-0.023437,0.011719,0.000000
-0.023437,0.011719,0.000000
-0.023437,0.011719,-0.039063
-0.023437,-0.027344,0.000000
-0.015625,0.011719,0.000000
-0.015625,0.011719,0.000000
-0.015625,0.011719,0.000000
0.023437,0.011719,0.000000
-0.015625,-0.027344,0.000000
-0.015625,-0.027344,0.000000
-0.015625,-0.027344,0.000000
0.023437,0.011719,0.000000
0.023437,0.011719,0.000000
-0.015625,-0.027344,0.000000
-0.015625,0.011719,0.000000
0.023437,0.011719,0.000000
-0.015625,-0.027344,-0.039063
0.023437,0.011719,0.035156
0.023437,-0.019531,0.000000
-0.015625,0.019531,0.000000
0.023437,0.019531,0.000000
-0.015625,0.019531,-0.039063
-0.015625,0.011719,0.035156
0.023437,0.011719,0.000000
-0.015625,0.011719,0.000000
-0.015625,0.011719,0.000000
0.023437,0.011719,0.000000
0.023437,-0.027344,0.000000
-0.015625,-0.027344,0.000000
0.023437,-0.027344,0.000000
0.023437,0.011719,0.000000
0.023437,0.011719,0.000000
-0.015625,-0.027344,0.000000
-0.015625,0.011719,-0.039063
-0.015625,0.011719,0.000000
-0.015625,0.011719,0.000000
-0.015625,0.046875,0.000000
0.023437,0.011719,0.035156
-0.015625,0.011719,0.035156
-0.015625,0.046875,0.000000
0.023437,0.011719,-0.039063
-0.015625,0.011719,-0.039063
0.023437,-0.027344,0.035156
-0.015625,-0.027344,0.000000
-0.015625,-0.027344,0.000000
0.023437,0.011719,0.000000
-0.015625,0.011719,0.000000
0.023437,-0.027344,0.000000
0.023437,0.011719,0.000000
0.023437,0.046875,0.000000
-0.015625,0.011719,0.000000
-0.015625,0.011719,0.000000
-0.015625,0.011719,0.000000
-0.015625,0.011719,0.000000
0.023437,-0.027344,-0.039063
0.023437,0.011719,0.000000
0.023437,0.011719,-0.039063
-0.015625,-0.027344,0.000000
0.023437,-0.027344,0.000000
0.023437,-0.027344,0.000000
