time,state_name,acceleration,height,speed
-0.3,   boost,1.03,0,0
-0.29,   boost,0.52,0,0.01
-0.28,   boost,0.52,0,0.01
-0.27,   boost,0.52,0.42,0.02
-0.26,   boost,1.03,0.42,0.02
-0.25,   boost,-2.06,0.42,0.02
-0.24,   boost,3.1,0.42,0.03
-0.23,   boost,-1.55,0.42,0.03
-0.22,   boost,0,-0.59,0.03
-0.21,   boost,1.03,-0.59,0.02
-0.2,   boost,-2.58,-0.59,0.02
-0.19,   boost,-0.52,-0.59,0.02
-0.18,   boost,0,-0.59,0.01
-0.17,   boost,1.03,-1.18,0.01
-0.16,   boost,-0.52,-1.18,0.01
-0.15,   boost,1.55,-1.18,0.01
-0.14,   boost,-2.58,-1.18,0.01
-0.13,   boost,-1.03,-1.18,0.01
-0.12,   boost,1.55,0.59,0.01
-0.11,   boost,1.03,0.59,0.01
-0.1,   boost,1.03,0.59,0.02
-0.09,   boost,0.52,0.59,0.02
-0.08,   boost,0,0.59,0.02
-0.07,   boost,-2.06,-0.25,0.05
-0.06,   boost,1.03,-0.25,0.13
-0.05,   boost,-1.55,-0.25,0.32
-0.04,   boost,30.97,-0.25,0.69
-0.03,   boost,98.07,-0.25,1.24
-0.02,   boost,115.1,-0.42,1.96
-0.01,   boost,87.23,-0.42,2.78
0,   boost,74.84,-0.42,3.63
0,   boost,74.84,-0.42,3.63
0,   boost,74.84,-0.42,3.63
0,   boost,74.84,-0.42,3.63
0,   boost,74.84,-0.42,3.63
0,   boost,74.84,-0.42,3.63
0,   boost,74.84,-0.42,3.63
0,   boost,74.84,-0.42,3.63
0,   boost,74.84,-0.42,3.63
0,   boost,74.84,-0.42,3.63
0,   boost,74.84,-0.42,3.63
0,   boost,74.84,-0.42,3.63
0,   boost,74.84,-0.42,3.63
0,   boost,74.84,-0.42,3.63
0,   boost,74.84,-0.42,3.63
0,   boost,74.84,-0.42,3.63
0,   boost,74.84,-0.42,3.63
0,   boost,74.84,-0.42,3.63
0,   boost,74.84,-0.42,3.63
0,   boost,74.84,-0.42,3.63
0,   boost,74.84,-0.42,3.63
0,   boost,74.84,-0.42,3.63
0,   boost,74.84,-0.42,3.63
0,   boost,74.84,-0.42,3.63
0,   boost,74.84,-0.42,3.63
0,   boost,74.84,-0.42,3.63
0,   boost,74.84,-0.42,3.63
0,   boost,74.84,-0.42,3.63
0,   boost,74.84,-0.42,3.63
0,   boost,74.84,-0.42,3.63
0,   boost,74.84,-0.42,3.63
0,   boost,74.84,-0.42,3.63
0,   boost,74.84,-0.42,3.63
0,   boost,74.84,-0.42,3.63
0,   boost,74.84,-0.42,3.63
0,   boost,74.84,-0.42,3.63
0.01,   boost,87.74,-0.42,4.47
0.02,   boost,75.87,-0.42,5.28
0.02,   boost,75.87,-0.42,5.28
0.03,   boost,71.74,2.95,6.08
0.04,   boost,82.58,2.95,6.89
0.05,   boost,83.1,2.95,7.72
0.06,   boost,89.81,2.95,8.56
0.07,   boost,88.78,2.95,9.43
0.08,   boost,88.26,2.7,10.32
0.09,   boost,90.84,2.7,11.23
0.1,   boost,92.91,2.7,12.14
0.11,   boost,93.42,2.7,13.07
0.12,   boost,96,2.7,14
0.13,   boost,94.97,0.67,14.94
0.14,   boost,91.36,0.67,15.89
0.15,   boost,93.94,0.67,16.83
0.16,   boost,97.55,0.67,17.79
0.17,   boost,98.07,0.67,18.76
0.18,   boost,94.97,-0.84,19.73
0.19,   boost,103.23,-0.84,20.72
0.2,   boost,99.61,-0.84,21.71
0.21,   boost,98.07,-0.84,22.71
0.22,   boost,101.68,-0.84,23.72
0.23,   boost,102.71,3.54,24.73
0.24,   boost,99.61,3.54,25.74
0.25,   boost,102.2,3.54,26.75
0.26,   boost,102.2,3.54,27.77
0.27,   boost,101.68,3.54,28.8
0.28,   boost,104.26,1.77,29.82
0.29,   boost,100.65,1.77,30.85
0.3,   boost,105.81,1.77,31.88
0.31,   boost,103.74,1.77,32.92
0.32,   boost,102.2,1.77,33.95
0.33,   boost,103.74,5.06,34.99
0.34,   boost,104.26,5.06,36.03
0.34,   boost,104.26,5.06,36.03
0.35,   boost,104.26,5.06,37.07
0.36,   boost,105.81,5.06,38.12
0.37,   boost,104.26,5.06,39.16
0.38,   boost,105.29,6.83,40.21
0.39,   boost,104.26,6.83,41.26
0.4,   boost,105.81,6.83,42.31
0.41,   boost,104.26,6.83,43.37
0.42,   boost,105.29,6.83,44.43
0.43,   boost,109.94,9.28,45.49
0.44,   boost,106.32,9.28,46.56
0.45,   boost,108.39,9.28,47.63
0.46,   boost,104.26,9.28,48.69
0.47,   boost,106.84,9.28,49.76
0.48,   boost,103.23,9.87,50.82
0.49,   boost,109.42,9.87,51.89
0.5,   boost,107.36,9.87,52.96
0.51,   boost,106.84,9.87,54.03
0.52,   boost,107.36,9.87,55.1
0.53,   boost,109.42,15.36,56.18
0.54,   boost,106.84,15.36,57.26
0.55,   boost,107.36,15.36,58.34
0.56,   boost,106.32,15.36,59.43
0.57,   boost,113.55,15.36,60.51
0.58,   boost,109.94,16.71,61.61
0.59,   boost,107.36,16.71,62.7
0.6,   boost,109.42,16.71,63.79
0.61,   boost,106.32,16.71,64.88
0.62,   boost,112.52,16.71,65.98
0.63,   boost,110.45,21.44,67.07
0.64,   boost,108.91,21.44,68.17
0.65,   boost,109.94,21.44,69.26
0.66,   boost,107.87,21.44,70.36
0.66,   boost,107.87,21.44,70.36
0.67,   boost,109.94,21.44,71.45
0.68,   boost,108.39,27.44,72.55
0.69,   boost,111.49,27.44,73.64
0.7,   boost,110.45,27.44,74.74
0.71,   boost,108.39,27.44,75.84
0.72,   boost,108.39,27.44,76.93
0.73,   boost,110.97,29.22,78.03
0.74,   boost,109.94,29.22,79.12
0.75,   boost,108.91,29.22,80.22
0.76,   boost,109.42,29.22,81.31
0.77,   boost,107.36,29.22,82.4
0.78,   boost,111.49,33.7,83.5
0.79,   boost,110.97,33.7,84.59
0.8,   boost,106.84,33.7,85.68
0.81,   boost,108.91,33.7,86.77
0.82,   boost,109.42,33.7,87.87
0.83,   boost,108.39,36.83,88.96
0.84,   boost,110.45,36.83,90.05
0.85,   boost,110.45,36.83,91.14
0.85,   boost,110.45,36.83,91.14
0.86,   boost,107.36,36.83,92.23
0.87,   boost,109.94,36.83,93.32
0.88,   boost,106.84,41.49,94.4
0.89,   boost,107.87,41.49,95.49
0.9,   boost,107.87,41.49,96.57
0.91,   boost,109.42,41.49,97.66
0.92,   boost,110.97,41.49,98.75
0.93,   boost,108.91,45.72,99.84
0.94,   boost,106.32,45.72,100.93
0.95,   boost,110.45,45.72,102.02
0.96,   boost,109.42,45.72,103.11
0.97,   boost,110.45,45.72,104.2
0.98,   boost,106.84,47.84,105.29
0.98,   boost,106.84,47.84,105.29
0.99,   boost,109.42,47.84,106.38
1,   boost,108.91,47.84,107.47
1.01,   boost,109.94,47.84,108.56
1.02,   boost,110.97,47.84,109.65
1.03,   boost,106.32,50.98,110.74
1.04,   boost,105.81,50.98,111.82
1.05,   boost,110.97,50.98,112.91
1.06,   boost,108.39,50.98,113.99
1.07,   boost,108.39,50.98,115.08
1.08,   boost,108.39,57,116.16
1.09,   boost,108.91,57,117.24
1.1,   boost,106.84,57,118.32
1.11,   boost,108.39,57,119.4
1.12,   boost,107.87,57,120.48
1.13,   boost,106.84,63.61,121.56
1.14,   boost,107.87,63.61,122.64
1.15,   boost,108.91,63.61,123.71
1.16,   boost,106.84,63.61,124.79
1.17,   boost,108.91,63.61,125.86
1.18,   boost,102.71,68.53,126.93
1.19,   boost,108.39,68.53,128
1.2,   boost,106.32,68.53,129.06
1.21,   boost,107.36,68.53,130.13
1.22,   boost,106.84,68.53,131.2
1.23,   boost,107.36,74.99,132.26
1.24,   boost,103.74,74.99,133.32
1.25,   boost,106.84,74.99,134.39
1.26,   boost,107.36,74.99,135.45
1.27,   boost,105.29,74.99,136.51
1.28,   boost,107.36,80.68,137.57
1.29,   boost,104.26,80.68,138.63
1.3,   boost,105.29,80.68,139.68
1.3,   boost,105.29,80.68,139.68
1.31,   boost,105.81,80.68,140.73
1.32,   boost,103.23,80.68,141.77
1.33,   boost,103.74,86.21,142.8
1.34,   boost,100.65,86.21,143.83
1.35,   boost,101.68,86.21,144.86
1.36,   boost,102.71,86.21,145.88
1.37,   boost,103.74,86.21,146.9
1.38,   boost,101.16,94.97,147.92
1.39,   boost,100.65,94.97,148.94
1.4,   boost,104.26,94.97,149.96
1.41,   boost,101.16,94.97,150.97
1.42,   boost,99.1,94.97,151.98
1.43,   boost,100.65,100.25,152.98
1.44,   boost,97.03,100.25,153.98
1.45,   boost,100.13,100.25,154.97
1.46,   boost,100.65,100.25,155.96
1.47,   boost,98.58,100.25,156.95
1.48,   boost,96,108.51,157.92
1.49,   boost,96.52,108.51,158.9
1.5,   boost,96.52,108.51,159.87
1.51,   boost,96.52,108.51,160.83
1.52,   boost,97.03,108.51,161.79
1.53,   boost,96.52,117.38,162.75
1.54,   boost,94.97,117.38,163.71
1.55,   boost,92.39,117.38,164.66
1.56,   boost,94.45,117.38,165.61
1.57,   boost,97.55,117.38,166.55
1.58,   boost,91.36,124.97,167.5
1.59,   boost,96.52,124.97,168.45
1.6,   boost,93.42,124.97,169.4
1.61,   boost,98.07,124.97,170.34
1.62,   boost,93.42,124.97,171.29
1.62,   boost,93.42,124.97,171.29
1.63,   boost,94.97,133.51,172.23
1.64,   boost,90.84,133.51,173.16
1.65,   boost,92.39,133.51,174.09
1.66,   boost,94.45,133.51,175.02
1.67,   boost,88.26,133.51,175.95
1.68,   boost,96,141.8,176.88
1.69,   boost,94.45,141.8,177.8
1.7,   boost,92.91,141.8,178.73
1.71,   boost,90.84,141.8,179.65
1.72,   boost,89.81,141.8,180.57
1.73,   boost,92.91,151.38,181.49
1.74,   boost,90.84,151.38,182.4
1.75,   boost,91.87,151.38,183.32
1.76,   boost,92.39,151.38,184.24
1.77,   boost,92.39,151.38,185.15
1.78,   boost,89.81,157.28,186.06
1.79,   boost,88.78,157.28,186.96
1.8,   boost,90.32,157.28,187.87
1.81,   boost,90.84,157.28,188.77
1.82,   boost,90.84,157.28,189.67
1.83,   boost,88.78,165.68,190.57
1.84,   boost,90.84,165.68,191.47
1.85,   boost,87.23,165.68,192.36
1.85,   boost,87.23,165.68,192.36
1.86,   boost,90.84,165.68,193.26
1.87,   boost,87.74,165.68,194.15
1.88,   boost,90.32,173.65,195.05
1.89,   boost,92.91,173.65,195.96
1.9,   boost,91.36,173.65,196.86
1.91,   boost,91.36,173.65,197.75
1.92,   boost,86.2,173.65,198.61
1.93,   boost,83.61,185.92,199.44
1.94,   boost,75.36,185.92,200.21
1.94,   boost,75.36,185.92,200.21
1.95,   boost,68.13,185.92,200.92
1.96,   boost,62.97,185.92,201.56
1.97,   boost,51.61,185.92,202.12
1.98,   boost,43.36,196.14,202.6
1.99,   boost,33.03,196.14,202.99
2,   boost,25.81,196.14,203.31
2.01,   boost,17.03,196.14,203.57
2.02,   boost,22.19,196.14,203.78
2.03,   boost,13.94,208.78,203.95
2.04,   boost,14.97,208.78,204.08
2.05,   boost,6.71,208.78,204.17
2.06,   boost,1.03,208.78,204.21
2.07,   boost,-2.06,208.78,204.2
2.08,   boost,-11.36,216.96,204.15
2.09,   boost,-14.45,216.96,204.05
2.1,   boost,-17.55,216.96,203.92
2.11,   boost,-13.94,216.96,203.77
2.12,   boost,-19.1,216.96,203.6
2.13,   boost,-16,229.37,203.42
2.14,   boost,-21.16,229.37,203.23
2.15,   boost,-21.16,229.37,203.04
2.16,   boost,-19.1,229.37,202.85
2.17,   boost,-19.61,229.37,202.65
2.18,   boost,-20.65,239.29,202.45
2.19,   boost,-16,239.29,202.26
2.2,   boost,-21.68,239.29,202.06
2.21,   boost,-21.68,239.29,201.87
2.22,   boost,-19.1,239.29,201.68
2.23,   boost,-18.06,248.96,201.5
2.24,   boost,-13.94,248.96,201.33
2.25,   boost,-12.9,248.96,201.16
2.26,   boost,-17.03,248.96,201
2.26,   boost,-17.03,248.96,201
2.27,   boost,-19.1,248.96,200.82
2.28,   boost,-19.1,257.78,200.64
2.29,   boost,-21.16,257.78,200.45
2.3,   boost,-19.61,257.78,200.25
2.31,   coast,-19.1,257.78,200.06
2.31,   coast,-19.1,257.78,200.06
2.32,   coast,-21.16,257.78,199.87
2.33,   coast,-16,264.7,199.68
2.34,   coast,-16.52,264.7,199.49
2.35,   coast,-20.13,264.7,199.3
2.36,   coast,-21.16,264.7,199.11
2.37,   coast,-19.1,264.7,198.92
2.38,   coast,-18.58,272.31,198.72
2.39,   coast,-20.13,272.31,198.53
2.4,   coast,-20.65,272.31,198.33
2.41,   coast,-18.58,272.31,198.14
2.42,   coast,-16.52,272.31,197.95
2.43,   coast,-20.13,284.35,197.76
2.44,   coast,-21.68,284.35,197.57
2.45,   coast,-15.48,284.35,197.38
2.46,   coast,-19.61,284.35,197.18
2.47,   coast,-24.26,284.35,196.98
2.48,   coast,-18.58,294.93,196.78
2.49,   coast,-20.13,294.93,196.57
2.5,   coast,-20.65,294.93,196.37
2.51,   coast,-20.13,294.93,196.16
2.52,   coast,-22.19,294.93,195.96
2.53,   coast,-16.52,302.14,195.75
2.54,   coast,-24.26,302.14,195.54
2.55,   coast,-24.26,302.14,195.32
2.56,   coast,-20.13,302.14,195.11
2.57,   coast,-20.65,302.14,194.9
2.58,   coast,-20.13,312.3,194.69
2.58,   coast,-20.13,312.3,194.69
2.59,   coast,-20.13,312.3,194.49
2.6,   coast,-18.58,312.3,194.29
2.61,   coast,-20.13,312.3,194.1
2.62,   coast,-19.1,312.3,193.9
2.63,   coast,-18.06,322.13,193.71
2.64,   coast,-23.23,322.13,193.51
2.65,   coast,-17.55,322.13,193.31
2.66,   coast,-19.61,322.13,193.11
2.67,   coast,-20.13,322.13,192.91
2.68,   coast,-21.68,330.66,192.71
2.69,   coast,-19.61,330.66,192.51
2.7,   coast,-21.16,330.66,192.3
2.71,   coast,-21.16,330.66,192.1
2.72,   coast,-17.55,330.66,191.9
2.73,   coast,-18.58,338.06,191.71
2.74,   coast,-21.16,338.06,191.51
2.75,   coast,-20.65,338.06,191.31
2.76,   coast,-19.1,338.06,191.11
2.77,   coast,-19.61,338.06,190.91
2.78,   coast,-20.65,349.57,190.71
2.79,   coast,-18.58,349.57,190.51
2.8,   coast,-22.19,349.57,190.3
2.81,   coast,-22.71,349.57,190.09
2.82,   coast,-20.65,349.57,189.89
2.83,   coast,-18.06,356.9,189.68
2.84,   coast,-22.19,356.9,189.48
2.85,   coast,-18.06,356.9,189.28
2.86,   coast,-21.16,356.9,189.08
2.86,   coast,-21.16,356.9,189.08
2.87,   coast,-19.61,356.9,188.88
2.88,   coast,-18.06,365.54,188.69
2.89,   coast,-19.1,365.54,188.49
2.9,   coast,-20.65,365.54,188.29
2.9,   coast,-20.65,365.54,188.29
2.91,   coast,-20.65,365.54,188.09
2.92,   coast,-21.68,365.54,187.89
2.93,   coast,-19.1,373.85,187.69
2.94,   coast,-20.13,373.85,187.49
2.95,   coast,-19.1,373.85,187.3
2.96,   coast,-17.55,373.85,187.11
2.97,   coast,-18.06,373.85,186.92
2.98,   coast,-19.61,383.47,186.74
2.99,   coast,-18.58,383.47,186.56
3,   coast,-17.03,383.47,186.37
3.01,   coast,-17.03,383.47,186.18
3.02,   coast,-21.68,383.47,185.99
3.03,   coast,-20.13,391.52,185.8
3.04,   coast,-19.61,391.52,185.6
3.05,   coast,-20.13,391.52,185.41
3.06,   coast,-16.52,391.52,185.22
3.07,   coast,-19.61,391.52,185.03
3.08,   coast,-18.06,398.1,184.85
3.09,   coast,-19.1,398.1,184.67
3.1,   coast,-17.03,398.1,184.48
3.11,   coast,-17.55,398.1,184.3
3.12,   coast,-20.13,398.1,184.11
3.13,   coast,-19.1,408.36,183.92
3.14,   coast,-19.61,408.36,183.73
3.15,   coast,-18.58,408.36,183.54
3.16,   coast,-18.06,408.36,183.35
3.17,   coast,-20.13,408.36,183.17
3.18,   coast,-18.58,416.43,182.98
3.19,   coast,-16,416.43,182.8
3.2,   coast,-20.65,416.43,182.61
3.21,   coast,-18.58,416.43,182.43
3.22,   coast,-16.52,416.43,182.25
3.22,   coast,-16.52,416.43,182.25
3.23,   coast,-18.06,424.33,182.06
3.24,   coast,-18.58,424.33,181.87
3.25,   coast,-21.16,424.33,181.68
3.26,   coast,-20.65,424.33,181.49
3.27,   coast,-17.03,424.33,181.31
3.28,   coast,-17.03,431.89,181.12
3.29,   coast,-17.55,431.89,180.94
3.3,   coast,-18.58,431.89,180.76
3.31,   coast,-17.55,431.89,180.58
3.32,   coast,-18.58,431.89,180.4
3.33,   coast,-18.58,439.99,180.21
3.34,   coast,-20.13,439.99,180.02
3.35,   coast,-19.61,439.99,179.83
3.36,   coast,-18.58,439.99,179.63
3.37,   coast,-22.19,439.99,179.43
3.38,   coast,-19.1,446.76,179.23
3.39,   coast,-18.58,446.76,179.04
3.4,   coast,-21.16,446.76,178.84
3.41,   coast,-18.58,446.76,178.65
3.42,   coast,-18.06,446.76,178.47
3.43,   coast,-16,457.6,178.28
3.44,   coast,-20.65,457.6,178.1
3.45,   coast,-17.03,457.6,177.92
3.46,   coast,-18.06,457.6,177.75
3.47,   coast,-16,457.6,177.57
3.48,   coast,-17.03,465.98,177.39
3.49,   coast,-17.55,465.98,177.21
3.5,   coast,-22.71,465.98,177.02
3.51,   coast,-18.06,465.98,176.83
3.52,   coast,-19.1,465.98,176.64
3.53,   coast,-19.61,473.22,176.46
3.54,   coast,-16.52,473.22,176.27
3.54,   coast,-16.52,473.22,176.27
3.55,   coast,-19.1,473.22,176.08
3.56,   coast,-18.58,473.22,175.9
3.57,   coast,-19.1,473.22,175.71
3.58,   coast,-18.06,481.78,175.53
3.59,   coast,-19.1,481.78,175.34
3.6,   coast,-18.06,481.78,175.16
3.61,   coast,-17.03,481.78,174.99
3.62,   coast,-17.55,481.78,174.81
3.63,   coast,-16,489.03,174.64
3.64,   coast,-17.03,489.03,174.46
3.65,   coast,-19.61,489.03,174.28
3.66,   coast,-19.61,489.03,174.11
3.67,   coast,-14.97,489.03,173.93
3.68,   coast,-17.55,495.67,173.75
3.69,   coast,-17.03,495.67,173.57
3.7,   coast,-20.13,495.67,173.39
3.71,   coast,-18.58,495.67,173.21
3.72,   coast,-16.52,495.67,173.03
3.73,   coast,-18.58,501.59,172.86
3.74,   coast,-17.03,501.59,172.68
3.75,   coast,-18.06,501.59,172.5
3.76,   coast,-18.06,501.59,172.32
3.77,   coast,-19.1,501.59,172.13
3.78,   coast,-19.1,510.72,171.95
3.79,   coast,-17.03,510.72,171.77
3.8,   coast,-17.03,510.72,171.59
3.81,   coast,-18.58,510.72,171.41
3.82,   coast,-19.61,510.72,171.23
3.83,   coast,-17.03,518.7,171.05
3.84,   coast,-17.55,518.7,170.88
3.85,   coast,-14.45,518.7,170.7
3.86,   coast,-20.65,518.7,170.52
3.86,   coast,-20.65,518.7,170.52
3.87,   coast,-16.52,518.7,170.35
3.88,   coast,-19.1,526.24,170.17
3.89,   coast,-15.48,526.24,169.99
3.9,   coast,-20.13,526.24,169.81
3.91,   coast,-18.58,526.24,169.63
3.92,   coast,-17.03,526.24,169.46
3.93,   coast,-16,535.65,169.28
3.94,   coast,-18.06,535.65,169.1
3.95,   coast,-18.58,535.65,168.92
3.96,   coast,-18.58,535.65,168.74
3.97,   coast,-16.52,535.65,168.56
3.98,   coast,-19.1,543.47,168.38
3.99,   coast,-18.58,543.47,168.2
4,   coast,-16.52,543.47,168.02
4.01,   coast,-19.61,543.47,167.85
4.02,   coast,-16,543.47,167.67
4.03,   coast,-19.1,551.47,167.49
4.04,   coast,-17.03,551.47,167.31
4.05,   coast,-18.58,551.47,167.13
4.06,   coast,-16.52,551.47,166.95
4.07,   coast,-21.16,551.47,166.76
4.08,   coast,-18.06,559.12,166.57
4.09,   coast,-19.1,559.12,166.39
4.1,   coast,-18.58,559.12,166.2
4.11,   coast,-18.58,559.12,166.02
4.12,   coast,-16.52,559.12,165.84
4.13,   coast,-16.52,563.84,165.67
4.14,   coast,-17.55,563.84,165.5
4.15,   coast,-17.03,563.84,165.32
4.16,   coast,-18.06,563.84,165.15
4.17,   coast,-17.55,563.84,164.98
4.18,   coast,-16.52,572.31,164.8
4.18,   coast,-16.52,572.31,164.8
4.19,   coast,-17.55,572.31,164.63
4.2,   coast,-17.55,572.31,164.45
4.21,   coast,-19.1,572.31,164.28
4.22,   coast,-17.55,572.31,164.1
4.23,   coast,-16,578.91,163.93
4.24,   coast,-16.52,578.91,163.76
4.25,   coast,-16.52,578.91,163.6
4.26,   coast,-16.52,578.91,163.43
4.27,   coast,-14.45,578.91,163.26
4.28,   coast,-20.13,586.13,163.09
4.29,   coast,-15.48,586.13,162.92
4.3,   coast,-20.65,586.13,162.74
4.31,   coast,-18.58,586.13,162.56
4.32,   coast,-16.52,586.13,162.39
4.33,   coast,-16.52,594.44,162.21
4.34,   coast,-14.45,594.44,162.04
4.35,   coast,-18.58,594.44,161.88
4.36,   coast,-19.1,594.44,161.71
4.37,   coast,-14.97,594.44,161.54
4.38,   coast,-16,601.32,161.38
4.39,   coast,-13.42,601.32,161.22
4.4,   coast,-18.06,601.32,161.06
4.41,   coast,-15.48,601.32,160.9
4.42,   coast,-17.55,601.32,160.74
4.43,   coast,-15.48,610.17,160.57
4.44,   coast,-15.48,610.17,160.4
4.45,   coast,-18.06,610.17,160.23
4.46,   coast,-21.68,610.17,160.05
4.47,   coast,-17.03,610.17,159.87
4.48,   coast,-16.52,615.99,159.69
4.49,   coast,-18.06,615.99,159.52
4.5,   coast,-14.97,615.99,159.35
4.5,   coast,-14.97,615.99,159.35
4.51,   coast,-18.58,615.99,159.18
4.52,   coast,-16,615.99,159.02
4.53,   coast,-16.52,623.42,158.85
4.54,   coast,-16,623.42,158.69
4.55,   coast,-14.45,623.42,158.53
4.56,   coast,-15.48,623.42,158.37
4.57,   coast,-17.55,623.42,158.22
4.58,   coast,-16,629.25,158.06
4.59,   coast,-13.94,629.25,157.91
4.6,   coast,-15.48,629.25,157.75
4.61,   coast,-14.45,629.25,157.6
4.62,   coast,-16,629.25,157.44
4.63,   coast,-15.48,636.24,157.29
4.64,   coast,-17.55,636.24,157.13
4.65,   coast,-13.42,636.24,156.98
4.66,   coast,-16.52,636.24,156.82
4.67,   coast,-14.97,636.24,156.66
4.68,   coast,-15.48,645.4,156.51
4.69,   coast,-17.55,645.4,156.35
4.7,   coast,-15.48,645.4,156.2
4.71,   coast,-13.94,645.4,156.04
4.72,   coast,-14.97,645.4,155.89
4.73,   coast,-14.97,652.94,155.73
4.74,   coast,-15.48,652.94,155.58
4.75,   coast,-18.58,652.94,155.42
4.76,   coast,-15.48,652.94,155.26
4.77,   coast,-16,652.94,155.09
4.78,   coast,-16,658.42,154.93
4.79,   coast,-17.03,658.42,154.77
4.8,   coast,-14.97,658.42,154.6
4.81,   coast,-17.55,658.42,154.44
4.82,   coast,-17.03,658.42,154.27
4.82,   coast,-17.03,658.42,154.27
4.83,   coast,-17.55,664.72,154.1
4.84,   coast,-17.55,664.72,153.93
4.85,   coast,-16,664.72,153.77
4.86,   coast,-13.94,664.72,153.61
4.87,   coast,-14.45,664.72,153.46
4.88,   coast,-15.48,671.83,153.3
4.89,   coast,-16,671.83,153.14
4.9,   coast,-18.58,671.83,152.98
4.91,   coast,-16,671.83,152.81
4.92,   coast,-17.55,671.83,152.64
4.93,   coast,-15.48,677.95,152.48
4.94,   coast,-18.58,677.95,152.31
4.95,   coast,-17.03,677.95,152.14
4.96,   coast,-14.45,677.95,151.98
4.97,   coast,-16,677.95,151.82
4.98,   coast,-14.45,684.62,151.66
4.99,   coast,-17.55,684.62,151.5
5,   coast,-17.55,684.62,151.35
5.01,   coast,-12.9,684.62,151.19
5.02,   coast,-14.97,684.62,151.04
5.03,   coast,-15.48,692.19,150.88
5.04,   coast,-14.45,692.19,150.73
5.05,   coast,-17.55,692.19,150.57
5.06,   coast,-16.52,692.19,150.4
5.07,   coast,-18.58,692.19,150.23
5.08,   coast,-17.03,697.24,150.06
5.09,   coast,-16,697.24,149.89
5.1,   coast,-19.1,697.24,149.72
5.11,   coast,-16,697.24,149.55
5.12,   coast,-13.94,697.24,149.39
5.13,   coast,-16,705.18,149.23
5.14,   coast,-18.06,705.18,149.07
5.14,   coast,-18.06,705.18,149.07
5.15,   coast,-14.97,705.18,148.92
5.16,   coast,-13.42,705.18,148.76
5.17,   coast,-16,705.18,148.6
5.18,   coast,-17.55,711.87,148.44
5.19,   coast,-16,711.87,148.29
5.2,   coast,-15.48,711.87,148.13
5.21,   coast,-14.45,711.87,147.97
5.22,   coast,-18.58,711.87,147.81
5.23,   coast,-13.42,718.83,147.65
5.24,   coast,-16.52,718.83,147.5
5.25,   coast,-13.94,718.83,147.35
5.26,   coast,-14.45,718.83,147.2
5.27,   coast,-17.03,718.83,147.04
5.28,   coast,-14.45,726.16,146.89
5.29,   coast,-15.48,726.16,146.73
5.3,   coast,-17.55,726.16,146.57
5.31,   coast,-17.03,726.16,146.41
5.32,   coast,-15.48,726.16,146.26
5.33,   coast,-11.36,731.32,146.11
5.34,   coast,-14.97,731.32,145.96
5.35,   coast,-15.48,731.32,145.82
5.36,   coast,-13.94,731.32,145.68
5.37,   coast,-15.48,731.32,145.53
5.38,   coast,-11.36,736.93,145.39
5.39,   coast,-15.48,736.93,145.25
5.4,   coast,-15.48,736.93,145.1
5.41,   coast,-14.97,736.93,144.95
5.42,   coast,-14.97,736.93,144.8
5.43,   coast,-13.42,743.73,144.65
5.44,   coast,-16,743.73,144.5
5.45,   coast,-15.48,743.73,144.34
5.46,   coast,-17.55,743.73,144.18
5.46,   coast,-17.55,743.73,144.18
5.47,   coast,-17.55,743.73,144.02
5.48,   coast,-14.45,749.62,143.86
5.49,   coast,-14.97,749.62,143.71
5.5,   coast,-14.45,749.62,143.55
5.51,   coast,-17.55,749.62,143.39
5.52,   coast,-17.55,749.62,143.23
5.53,   coast,-16.52,757.15,143.06
5.54,   coast,-14.97,757.15,142.9
5.55,   coast,-14.45,757.15,142.74
5.56,   coast,-18.58,757.15,142.59
5.57,   coast,-14.97,757.15,142.43
5.58,   coast,-11.36,761.96,142.28
5.59,   coast,-17.03,761.96,142.13
5.6,   coast,-16,761.96,141.98
5.61,   coast,-13.94,761.96,141.83
5.62,   coast,-17.03,761.96,141.67
5.63,   coast,-14.97,770.23,141.52
5.64,   coast,-16,770.23,141.37
5.65,   coast,-12.39,770.23,141.22
5.66,   coast,-14.97,770.23,141.08
5.67,   coast,-13.42,770.23,140.93
5.68,   coast,-16,774.78,140.79
5.69,   coast,-14.97,774.78,140.64
5.7,   coast,-14.45,774.78,140.49
5.71,   coast,-14.45,774.78,140.34
5.72,   coast,-13.42,774.78,140.19
5.73,   coast,-18.06,782.14,140.04
5.74,   coast,-15.48,782.14,139.89
5.75,   coast,-14.45,782.14,139.74
5.76,   coast,-14.97,782.14,139.58
5.77,   coast,-13.94,782.14,139.43
5.78,   coast,-16,787.79,139.28
5.78,   coast,-16,787.79,139.28
5.79,   coast,-15.48,787.79,139.13
5.8,   coast,-14.45,787.79,138.98
5.81,   coast,-16,787.79,138.83
5.82,   coast,-13.94,787.79,138.68
5.83,   coast,-15.48,795.07,138.54
5.84,   coast,-13.94,795.07,138.39
5.85,   coast,-13.42,795.07,138.24
5.86,   coast,-16,795.07,138.1
5.87,   coast,-13.42,795.07,137.96
5.88,   coast,-14.45,800.08,137.82
5.89,   coast,-12.9,800.08,137.68
5.9,   coast,-14.45,800.08,137.54
5.91,   coast,-12.9,800.08,137.4
5.92,   coast,-13.94,800.08,137.27
5.93,   coast,-13.42,806.47,137.12
5.94,   coast,-16,806.47,136.98
