time,state_name,acceleration,height,speed
85.14,    main,-0.52,46.74,-5.1
85.17,    main,1.03,46.66,-5.16
85.27,    main,2.06,46.23,-5.22
85.37,    main,-2.06,46.4,-5.28
85.46,    main,-2.06,46.4,-5.28
85.47,    main,0.52,45.05,-5.33
85.57,    main,-2.58,44.79,-5.36
85.67,    main,0,41.91,-5.39
85.77,    main,-1.03,42.34,-5.42
85.78,    main,-1.03,42.34,-5.42
85.87,    main,1.03,42.84,-5.45
85.97,    main,0.52,41.32,-5.48
86.07,    main,1.03,40.73,-5.51
86.1,    main,1.03,40.73,-5.51
86.17,    main,1.03,40.22,-5.55
86.27,    main,0.52,40.05,-5.59
86.37,    main,-1.55,38.7,-5.64
86.42,    main,-1.55,38.7,-5.64
86.47,    main,0,36.83,-5.68
86.57,    main,1.55,39.71,-5.73
86.67,    main,0,37.6,-5.79
86.74,    main,0,37.6,-5.79
86.77,    main,-1.03,37.26,-5.85
86.87,    main,-2.06,37.09,-5.91
86.97,    main,0.52,36.75,-5.96
87.06,    main,0.52,36.75,-5.96
87.07,    main,-2.06,35.06,-6.01
87.17,    main,-1.03,35.4,-6.04
87.27,    main,3.1,34.55,-6.06
87.37,    main,1.03,34.55,-6.07
87.38,    main,1.03,34.55,-6.07
87.47,    main,0.52,34.3,-6.07
87.57,    main,1.55,34.89,-6.04
87.67,    main,-0.52,32.01,-6.02
87.7,    main,-0.52,32.01,-6.02
87.77,    main,-2.06,31.25,-5.97
87.87,    main,1.03,29.22,-5.9
87.97,    main,0,27.95,-5.81
88.02,    main,0,27.95,-5.81
88.07,    main,1.03,28.63,-5.71
88.17,    main,0.52,27.19,-5.59
88.27,    main,-0.52,26.94,-5.45
88.34,    main,-0.52,26.94,-5.45
88.37,    main,0,25.33,-5.32
88.47,    main,3.61,25.58,-5.17
88.57,    main,0.52,26.68,-5
88.66,    main,0.52,26.68,-5
88.67,    main,1.03,27.02,-4.84
88.77,    main,0.52,25.16,-4.66
88.87,    main,-4.13,24.82,-4.5
88.97,    main,0,25.41,-4.33
88.98,    main,0,25.41,-4.33
89.07,    main,-1.55,24.65,-4.19
89.17,    main,1.55,24.65,-4.04
89.27,    main,-2.58,24.57,-3.91
89.3,    main,-2.58,24.57,-3.91
89.37,    main,1.03,23.81,-3.78
89.47,    main,-2.06,21.78,-3.66
89.57,    main,3.61,22.29,-3.56
89.62,    main,3.61,22.29,-3.56
89.67,    main,2.58,20.26,-3.49
89.77,    main,0.52,20.09,-3.42
89.87,    main,0,19.67,-3.39
89.94,    main,0,19.67,-3.39
89.97,    main,-1.03,20.26,-3.36
90.07,    main,-4.13,18.91,-3.34
90.17,    main,-2.06,21.36,-3.34
90.26,    main,-2.06,21.36,-3.34
90.27,    main,0.52,19.33,-3.35
90.37,    main,-1.55,19.84,-3.38
90.47,    main,-1.55,20.77,-3.43
90.57,    main,-3.61,18.99,-3.49
90.58,    main,-3.61,18.99,-3.49
90.67,    main,-3.61,19.84,-3.55
90.77,    main,-1.55,20.43,-3.65
90.87,    main,-2.06,18.49,-3.75
90.9,    main,-2.06,18.49,-3.75
90.97,    main,-4.13,18.4,-3.85
91.07,    main,-0.52,17.47,-3.96
91.17,    main,-3.61,17.13,-4.07
91.22,    main,-3.61,17.13,-4.07
91.27,    main,-2.06,15.53,-4.19
91.37,    main,-2.06,16.88,-4.29
91.47,    main,1.03,16.04,-4.41
91.54,    main,1.03,16.04,-4.41
91.57,    main,1.55,14.26,-4.51
91.67,    main,3.61,13.59,-4.59
91.77,    main,4.65,14.68,-4.66
91.86,    main,4.65,14.68,-4.66
91.87,    main,4.65,12.24,-4.71
91.97,    main,0.52,14.94,-4.74
92.07,    main,1.03,12.57,-4.75
92.17,    main,-0.52,12.66,-4.74
92.18,    main,-0.52,12.66,-4.74
92.27,    main,0,12.32,-4.73
92.37,    main,-1.03,11.22,-4.69
92.47,    main,1.55,9.45,-4.64
92.5,    main,1.55,9.45,-4.64
92.57,    main,0.52,10.88,-4.6
92.67,    main,0,10.21,-4.52
92.77,    main,0,8.94,-4.45
92.82,    main,0,8.94,-4.45
92.86,    main,0,8.94,-4.45
92.87,    main,0.52,9.45,-4.37
92.97,    main,0.52,7.85,-4.27
93.07,    main,2.58,8.27,-4.18
93.14,    main,2.58,8.27,-4.18
93.17,    main,1.03,7.51,-4.07
93.27,    main,3.1,6.33,-3.97
93.37,    main,2.06,6.75,-3.83
93.46,    main,2.06,6.75,-3.83
93.47,    main,-1.55,4.98,-3.7
93.57,    main,-1.03,5.06,-3.59
93.67,    main,-3.61,6.5,-3.48
93.77,    main,-0.52,5.06,-3.35
93.78,    main,-0.52,5.06,-3.35
93.87,    main,-2.58,3.88,-3.25
93.97,    main,1.55,5.23,-3.14
94.07,    main,3.1,5.15,-3.04
94.1,    main,3.1,5.15,-3.04
94.17,    main,-2.06,3.21,-2.95
94.27,    main,0,3.21,-2.88
94.37,    main,0.52,4.72,-2.82
94.42,    main,0.52,4.72,-2.82
94.47,    main,-1.03,2.95,-2.79
94.57,    main,-2.58,1.69,-2.76
94.67,    main,-1.55,3.63,-2.74
94.74,    main,-1.55,3.63,-2.74
94.77,    main,-2.58,1.6,-2.74
94.87,    main,-2.06,2.36,-2.74
94.97,    main,-2.58,2.36,-2.77
95.06,    main,-2.58,2.36,-2.77
95.07,    main,-3.1,1.86,-2.8
95.17,    main,0,1.27,-2.83
95.27,    main,1.03,1.43,-2.87
95.37,    main,2.06,2.53,-2.89
95.38,    main,2.06,2.53,-2.89
95.47,    main,-1.03,1.1,-2.92
95.57,    main,-2.06,-0.67,-2.95
95.67,    main,1.03,-0.84,-2.95
95.7,    main,1.03,-0.84,-2.95
95.77,    main,0,0.17,-2.96
95.87,    main,-3.1,-1.26,-2.97
95.97,    main,-1.03,-0.84,-2.97
96.02,    main,-1.03,-0.84,-2.97
96.07,    main,0.52,-0.08,-2.94
96.17,    main,-4.65,-1.26,-2.91
96.27,    main,3.61,-1.18,-2.88
96.34,    main,3.61,-1.18,-2.88
96.37,    main,-9.81,-3.2,-2.82
96.47,    main,-5.16,-3.29,-2.77
96.57,    main,-2.06,-3.29,-2.72
96.66,    main,-2.06,-3.29,-2.72
96.67,    main,-2.58,-3.63,-2.68
96.77,    main,0,-2.78,-2.63
96.87,    main,0.52,-3.88,-2.58
96.97,    main,0,-5.31,-2.52
96.98,    main,0,-5.31,-2.52
97.07,    main,-5.16,-4.38,-2.46
97.17,    main,-7.74,-3.88,-2.41
97.27,    main,-7.74,-5.56,-2.36
97.3,    main,-7.74,-5.56,-2.36
97.37,    main,-5.16,-2.87,-2.3
97.47,    main,-6.71,-4.38,-2.26
97.57,    main,-6.19,-4.81,-2.23
97.62,    main,-6.19,-4.81,-2.23
97.67,    main,-1.03,-5.31,-2.19
97.77,    main,-2.06,-5.73,-2.15
97.87,    main,-6.19,-7.5,-2.11
97.94,    main,-6.19,-7.5,-2.11
97.97,    main,-6.71,-6.49,-2.06
98.07,    main,-7.23,-5.23,-2
98.17,    main,-8.26,-5.73,-1.94
98.26,    main,-8.26,-5.73,-1.94
98.27,    main,-7.74,-6.83,-1.87
98.37,    main,-4.13,-5.56,-1.8
98.47,    main,-3.1,-8.01,-1.72
98.57,    main,-9.29,-7.42,-1.62
98.58,    main,-9.29,-7.42,-1.62
98.67,    main,-8.77,-11.13,-1.52
98.77,    main,-14.97,-8.43,-1.41
98.87,    main,-10.32,-7.67,-1.28
98.9,    main,-10.32,-7.67,-1.28
98.97,    main,-10.84,-7.08,-1.17
99.07,    main,-2.58,-7.42,-1.04
99.17,    main,-9.29,-7,-0.91
99.22,    main,-9.29,-7,-0.91
99.27,    main,-9.29,-8.94,-0.79
99.37,    main,-9.81,-7.67,-0.66
99.47,    main,-8.26,-9.44,-0.55
99.54,    main,-8.26,-9.44,-0.55
99.57,    main,-9.29,-9.27,-0.45
99.67,    main,-10.84,-8.68,-0.37
99.77,    main,-10.84,-9.02,-0.3
99.86,    main,-10.84,-9.02,-0.3
99.87,    main,-10.84,-8.94,-0.25
99.97,    main,-10.84,-9.1,-0.2
100.07,    main,-11.87,-8.18,-0.17
100.17,    main,-9.29,-8.85,-0.14
100.18,    main,-9.29,-8.85,-0.14
100.27,    main,-9.29,-7.59,-0.14
100.37,    main,-11.87,-7.92,-0.14
100.47,    main,-6.71,-9.02,-0.16
100.5,    main,-6.71,-9.02,-0.16
100.57,    main,-9.29,-8.43,-0.18
100.67,    main,-10.32,-8.18,-0.22
100.77,    main,-10.32,-8.51,-0.24
100.82,    main,-10.32,-8.51,-0.24
100.87,    main,-12.9,-6.83,-0.26
100.97,    main,-11.87,-9.53,-0.26
101.07,    main,-11.36,-7.59,-0.26
101.14,    main,-11.36,-7.59,-0.26
101.17,    main,-10.84,-7.59,-0.26
101.27,    main,-7.74,-9.27,-0.26
101.37,    main,-10.32,-9.1,-0.24
101.46,    main,-10.32,-9.1,-0.24
101.47,    main,-11.36,-8.43,-0.23
101.57,    main,-9.29,-9.78,-0.2
101.67,    main,-9.29,-9.02,-0.16
101.77,    main,-12.39,-9.78,-0.12
101.78,    main,-12.39,-9.78,-0.12
101.87,    main,-11.36,-9.53,-0.07
101.97,    main,-10.84,-8.26,-0.03
102.07,    main,-10.84,-9.78,0.02
102.1,    main,-10.84,-9.78,0.02
102.17,    main,-10.32,-8.43,0.06
102.27,    main,-10.84,-9.1,0.11
102.37,    main,-13.42,-8.6,0.13
102.42,    main,-13.42,-8.6,0.13
102.47,    main,-10.84,-9.27,0.14
102.57,    main,-13.42,-8.94,0.15
102.67,    main,-11.36,-9.02,0.14
102.74,    main,-11.36,-9.02,0.14
102.77,    main,-10.32,-9.36,0.12
102.87,    main,-9.81,-8.18,0.11
102.97,    main,-12.39,-7,0.06
103.06,    main,-12.39,-7,0.06
103.07,    main,-10.84,-8.43,0.03
103.17,    main,-8.77,-8.35,-0.01
103.27,    main,-11.36,-8.85,-0.05
103.37,    main,-8.26,-7.76,-0.1
103.38,    main,-8.26,-7.76,-0.1
103.47,    main,-12.39,-8.35,-0.14
103.57,    main,-12.9,-8.77,-0.18
103.67,    main,-12.39,-9.19,-0.21
103.7,    main,-12.39,-9.19,-0.21
103.77,    main,-12.9,-9.86,-0.22
103.87,    main,-10.84,-8.01,-0.22
103.97,    main,-14.45,-9.27,-0.21
104.02,    main,-14.45,-9.27,-0.21
104.07,    main,-11.87,-8.77,-0.2
104.17,    main,-10.32,-8.26,-0.17
104.27,    main,-13.94,-8.43,-0.14
104.34,    main,-13.94,-8.43,-0.14
104.37,    main,-10.84,-9.61,-0.11
104.47,    main,-8.77,-9.53,-0.07
104.57,    main,-10.84,-9.36,-0.04
104.66,    main,-10.84,-9.36,-0.04
104.67,    main,-10.32,-9.1,0
104.77,    main,-10.32,-9.61,0.03
104.87,    main,-10.32,-8.35,0.07
104.97,    main,-10.84,-9.86,0.11
104.98,    main,-10.84,-9.86,0.11
105.07,    main,-7.23,-9.02,0.13
105.17,    main,-12.39,-8.51,0.13
105.27,    main,-10.84,-8.09,0.13
105.3,    main,-10.84,-8.09,0.13
105.37,    main,-10.32,-9.02,0.14
105.47,    main,-9.81,-9.27,0.14
105.57,    main,-10.32,-9.53,0.14
105.62,    main,-10.32,-9.53,0.14
105.67,    main,-9.81,-8.51,0.13
105.77,    main,-12.39,-7.42,0.13
105.87,    main,-13.42,-8.68,0.13
105.94,    main,-13.42,-8.68,0.13
105.97,    main,-10.32,-7.59,0.13
106.07,    main,-9.29,-9.19,0.13
106.17,    main,-9.29,-8.68,0.14
106.26,    main,-9.29,-8.68,0.14
106.27,    main,-11.36,-9.19,0.15
106.37,    main,-10.84,-9.19,0.15
106.47,    main,-8.77,-8.68,0.16
106.57,    main,-10.84,-9.44,0.17
106.58,    main,-10.84,-9.44,0.17
106.67,    main,-10.32,-9.1,0.18
106.77,    main,-6.19,-8.6,0.18
106.87,    main,-9.29,-7.59,0.2
106.9,    main,-9.29,-7.59,0.2
106.97,    main,-12.9,-9.1,0.2
107.07,    main,-11.87,-8.85,0.2
107.17,    main,-9.81,-10.2,0.21
107.22,    main,-9.81,-10.2,0.21
107.27,    main,-8.77,-9.02,0.21
107.37,    main,-12.9,-7.84,0.2
107.47,    main,-12.39,-6.83,0.18
107.54,    main,-12.39,-6.83,0.18
107.57,    main,-9.29,-8.26,0.16
107.67,    main,-13.42,-8.43,0.14
107.77,    main,-9.29,-8.18,0.11
107.86,    main,-9.29,-8.18,0.11
107.87,    main,-10.32,-8.6,0.08
107.97,    main,-11.36,-8.01,0.05
108.07,    main,-9.81,-7.76,0.01
108.17,    main,-9.29,-8.26,-0.03
108.18,    main,-9.29,-8.26,-0.03
108.27,    main,-9.29,-9.44,-0.06
108.37,    main,-10.32,-8.51,-0.09
108.47,    main,-10.32,-7.5,-0.12
108.5,    main,-10.32,-7.5,-0.12
108.57,    main,-10.32,-9.1,-0.15
108.67,    main,-9.29,-9.53,-0.16
108.77,    main,-11.87,-8.77,-0.16
108.82,    main,-11.87,-8.77,-0.16
108.84,    main,-11.87,-8.77,-0.16
108.87,    main,-12.9,-7.84,-0.16
108.97,    main,-13.42,-8.35,-0.17
109.07,    main,-8.26,-8.51,-0.16
109.14,    main,-8.26,-8.51,-0.16
109.17,    main,-9.81,-7.17,-0.16
109.27,    main,-13.94,-9.44,-0.15
109.37,    main,-11.87,-8.18,-0.14
109.46,    main,-11.87,-8.18,-0.14
109.47,    main,-8.77,-8.18,-0.13
109.57,    main,-6.71,-9.1,-0.13
109.67,    main,-11.36,-8.51,-0.14
109.77,    main,-8.77,-10.54,-0.14
109.78,    main,-8.77,-10.54,-0.14
109.84,    main,-8.77,-10.54,-0.14
109.87,    main,-9.29,-8.77,-0.15
109.97,    main,-13.94,-7.76,-0.15
110.07,    main,-9.81,-8.94,-0.16
110.1,    main,-9.81,-8.94,-0.16
110.17,    main,-10.32,-9.53,-0.18
110.27,    main,-10.32,-8.35,-0.19
110.37,    main,-12.39,-8.35,-0.19
110.42,    main,-12.39,-8.35,-0.19
110.47,    main,-7.23,-9.19,-0.18
110.57,    main,-10.84,-8.18,-0.18
110.67,    main,-11.36,-7.67,-0.17
110.74,    main,-11.36,-7.67,-0.17
110.77,    main,-9.81,-8.26,-0.15
110.84,    main,-9.81,-8.26,-0.15
110.87,    main,-12.9,-9.44,-0.12
110.97,    main,-10.32,-8.77,-0.1
111.06,    main,-10.32,-8.77,-0.1
111.07,    main,-13.94,-7.76,-0.07
111.17,    main,-12.39,-9.36,-0.03
111.27,    main,-10.32,-8.51,0
111.37,    main,-11.36,-10.2,0.04
111.38,    main,-11.36,-10.2,0.04
111.47,    main,-13.94,-10.45,0.09
111.57,    main,-11.36,-9.53,0.11
111.67,    main,-6.71,-9.86,0.15
111.7,    main,-6.71,-9.86,0.15
111.77,    main,-11.36,-8.43,0.17
111.85,    main,-11.36,-8.43,0.17
111.87,    main,-10.84,-8.51,0.21
111.97,    main,-9.29,-9.1,0.24
112.02,    main,-9.29,-9.1,0.24
112.07,    main,-12.39,-8.94,0.24
112.17,    main,-11.36,-9.36,0.25
112.27,    main,-11.87,-7.33,0.25
112.34,    main,-11.87,-7.33,0.25
112.37,    main,-11.87,-8.43,0.25
112.47,    main,-10.32,-7.67,0.23
112.57,    main,-8.77,-8.51,0.21
112.66,    main,-8.77,-8.51,0.21
112.67,    main,-10.32,-8.35,0.19
112.77,    main,-11.87,-8.35,0.17
112.84,    main,-11.87,-8.35,0.17
112.87,    main,-6.71,-8.35,0.14
112.97,    main,-11.36,-9.36,0.11
112.98,    main,-11.36,-9.36,0.11
113.07,    main,-11.36,-8.26,0.1
113.17,    main,-9.81,-8.94,0.08
113.27,    main,-10.84,-8.94,0.08
113.3,    main,-10.84,-8.94,0.08
113.37,    main,-9.29,-7.76,0.07
113.47,    main,-9.29,-8.35,0.06
113.57,    main,-14.97,-9.53,0.07
113.62,    main,-14.97,-9.53,0.07
113.67,    main,-10.84,-8.35,0.08
113.77,    main,-8.77,-8.85,0.1
113.85,    main,-8.77,-8.85,0.1
113.87,    main,-12.39,-7.25,0.11
113.94,    main,-12.39,-7.25,0.11
113.97,    main,-10.84,-9.27,0.12
114.07,    main,-10.32,-9.61,0.13
114.17,    main,-9.81,-7.33,0.14
114.26,    main,-9.81,-7.33,0.14
114.27,    main,-10.84,-8.94,0.15
114.37,    main,-11.87,-8.35,0.15
114.47,    main,-12.39,-9.61,0.15
114.57,    main,-9.81,-8.18,0.15
114.58,    main,-9.81,-8.18,0.15
114.73,  landed,-9.81,-8.18,0.15
